"Gene.stable.ID","HGNC.symbol"
"ENSMUSG00000054850","SMIM10L2B"
"ENSMUSG00000054850","SMIM10L2A"
"ENSMUSG00000094181","SYCP3"
"ENSMUSG00000010936","VAC14"
"ENSMUSG00000021203","OTUB2"
"ENSMUSG00000091228","NME1-NME2"
"ENSMUSG00000028463","CA9"
"ENSMUSG00000035275","RAVER2"
"ENSMUSG00000022150","DAB2"
"ENSMUSG00000094043","PRAMEF18"
"ENSMUSG00000094043","PRAMEF2"
"ENSMUSG00000094043","PRAMEF4"
"ENSMUSG00000094043","PRAMEF13"
"ENSMUSG00000094043","PRAMEF10"
"ENSMUSG00000094043","PRAMEF11"
"ENSMUSG00000094043","PRAMEF1"
"ENSMUSG00000094043","PRAMEF6"
"ENSMUSG00000094043","PRAMEF5"
"ENSMUSG00000094043","PRAMEF33"
"ENSMUSG00000094043","PRAMEF7"
"ENSMUSG00000094043","PRAMEF8"
"ENSMUSG00000002550","UCK1"
"ENSMUSG00000028550","ATG4C"
"ENSMUSG00000051675","TRIM32"
"ENSMUSG00000032217","RNF111"
"ENSMUSG00000073096","LRRC61"
"ENSMUSG00000020299","C5orf47"
"ENSMUSG00000075219","OR5AK3P"
"ENSMUSG00000071521","PRSS3"
"ENSMUSG00000022555","DGAT1"
"ENSMUSG00000025532","CRCP"
"ENSMUSG00000073400","TRIM10"
"ENSMUSG00000004591","PKN2"
"ENSMUSG00000039395","MREG"
"ENSMUSG00000031162","GATA1"
"ENSMUSG00000021905","DPH3"
"ENSMUSG00000028378","PTGR1"
"ENSMUSG00000077391","SNORA12"
"ENSMUSG00000078307","C11orf87"
"ENSMUSG00000084621","RNU2-65P"
"ENSMUSG00000068587","MGAM"
"ENSMUSG00000119776","RNU2-1"
"ENSMUSG00000075486","COMMD6"
"ENSMUSG00000027680","FXR1"
"ENSMUSG00000034919","TTC22"
"ENSMUSG00000000103","ZNF837"
"ENSMUSG00000000103","ZNF584"
"ENSMUSG00000000103","ZNF586"
"ENSMUSG00000000103","ZNF480"
"ENSMUSG00000000103","ZNF610"
"ENSMUSG00000000103","ZNF548"
"ENSMUSG00000000103","ZNF561"
"ENSMUSG00000000103","ZNF562"
"ENSMUSG00000000103","ZNF552"
"ENSMUSG00000000103","ZNF587B"
"ENSMUSG00000000103","ZNF256"
"ENSMUSG00000087871","RNU6-148P"
"ENSMUSG00000015247","NIPSNAP3A"
"ENSMUSG00000034040","GALNT17"
"ENSMUSG00000073411","HLA-E"
"ENSMUSG00000027160","CCDC34"
"ENSMUSG00000037295","LDLRAP1"
"ENSMUSG00000047002","MSGN1"
"ENSMUSG00000078762","HAUS5"
"ENSMUSG00000001761","SMO"
"ENSMUSG00000095442","IGHV1-45"
"ENSMUSG00000095442","IGHV1-46"
"ENSMUSG00000095442","IGHV1-58"
"ENSMUSG00000095442","IGHV1-3"
"ENSMUSG00000095442","IGHV1-69"
"ENSMUSG00000095442","IGHV1-69-2"
"ENSMUSG00000095442","IGHV1-69D"
"ENSMUSG00000031682","C4orf51"
"ENSMUSG00000069729","ARID1B"
"ENSMUSG00000037470","UGGT1"
"ENSMUSG00000071064","ZNF827"
"ENSMUSG00000041261","CA8"
"ENSMUSG00000031344","GABRQ"
"ENSMUSG00000026347","TMEM163"
"ENSMUSG00000050994","ADGB"
"ENSMUSG00000095117","IGHV2OR16-5"
"ENSMUSG00000095117","IGHV2-5"
"ENSMUSG00000095117","IGHV2-70D"
"ENSMUSG00000095117","IGHV2-70"
"ENSMUSG00000029378","AREG"
"ENSMUSG00000047878","A4GALT"
"ENSMUSG00000030134","RASGEF1A"
"ENSMUSG00000043453","MAGEA10"
"ENSMUSG00000027993","TRIM2"
"ENSMUSG00000064138","FAM172A"
"ENSMUSG00000024781","LIPA"
"ENSMUSG00000068270","SHROOM4"
"ENSMUSG00000027074","SLC43A3"
"ENSMUSG00000039646","VASN"
"ENSMUSG00000042363","LGALSL"
"ENSMUSG00000059043","OR2C1"
"ENSMUSG00000076764","TRAV9-2"
"ENSMUSG00000021824","AP3M1"
"ENSMUSG00000020003","PEX7"
"ENSMUSG00000004500","ZNF324B"
"ENSMUSG00000047502","MROH7"
"ENSMUSG00000047502","MROH7-TTC4"
"ENSMUSG00000039770","YPEL5"
"ENSMUSG00000029050","SKI"
"ENSMUSG00000021451","SEMA4D"
"ENSMUSG00000035187","NKX6-1"
"ENSMUSG00000066705","FXYD6"
"ENSMUSG00000040420","CDH18"
"ENSMUSG00000049532","SALL2"
"ENSMUSG00000096645","SPIN2A"
"ENSMUSG00000065694","RNU1-33P"
"ENSMUSG00000050914","ANKRD37"
"ENSMUSG00000076839","TRAV22"
"ENSMUSG00000093813","TRAV8-1"
"ENSMUSG00000093813","TRAV8-3"
"ENSMUSG00000016626","NLRP14"
"ENSMUSG00000095197","IGHV1-45"
"ENSMUSG00000095197","IGHV1-46"
"ENSMUSG00000095197","IGHV1-58"
"ENSMUSG00000095197","IGHV1-3"
"ENSMUSG00000095197","IGHV1-69"
"ENSMUSG00000095197","IGHV1-69-2"
"ENSMUSG00000095197","IGHV1-69D"
"ENSMUSG00000109713","PVRIG"
"ENSMUSG00000031519","ASB5"
"ENSMUSG00000040943","TET2"
"ENSMUSG00000089612","RNU6-663P"
"ENSMUSG00000031099","SMARCA1"
"ENSMUSG00000062006","RPL34"
"ENSMUSG00000083886","OR1P1"
"ENSMUSG00000037126","PSD"
"ENSMUSG00000024505","DTWD2"
"ENSMUSG00000089762","IER5L"
"ENSMUSG00000038646","RAMACL"
"ENSMUSG00000038646","RAMAC"
"ENSMUSG00000030069","PROK2"
"ENSMUSG00000069270","H2AC4"
"ENSMUSG00000033209","TTC28"
"ENSMUSG00000033429","MCEE"
"ENSMUSG00000050310","RICTOR"
"ENSMUSG00000052676","ZMAT1"
"ENSMUSG00000073730","PPP1R14B"
"ENSMUSG00000054021","SIRT5"
"ENSMUSG00000036452","ARHGAP26"
"ENSMUSG00000101399","SYCP3"
"ENSMUSG00000038770","KPNA7"
"ENSMUSG00000055838","OR1Q1"
"ENSMUSG00000060240","CEND1"
"ENSMUSG00000050870","MRGPRX4"
"ENSMUSG00000074794","ARRDC3"
"ENSMUSG00000030782","TGFB1I1"
"ENSMUSG00000022055","NEFL"
"ENSMUSG00000002341","NCAN"
"ENSMUSG00000000805","CA4"
"ENSMUSG00000114046","SNAPC1"
"ENSMUSG00000010290","C2orf49"
"ENSMUSG00000094689","IGHV1-45"
"ENSMUSG00000094689","IGHV1-46"
"ENSMUSG00000094689","IGHV1-58"
"ENSMUSG00000094689","IGHV1-3"
"ENSMUSG00000094689","IGHV1-69"
"ENSMUSG00000094689","IGHV1-69-2"
"ENSMUSG00000094689","IGHV1-69D"
"ENSMUSG00000101252","IFNA5"
"ENSMUSG00000101252","IFNA21"
"ENSMUSG00000072969","ARMCX5"
"ENSMUSG00000056973","CES1"
"ENSMUSG00000046034","OTULIN"
"ENSMUSG00000022022","MTRF1"
"ENSMUSG00000052794","C19orf44"
"ENSMUSG00000089039","RNU6-72P"
"ENSMUSG00000022556","HSF1"
"ENSMUSG00000021055","ESR2"
"ENSMUSG00000055053","NFIC"
"ENSMUSG00000026917","WDR5"
"ENSMUSG00000064567","SNORA38"
"ENSMUSG00000102252","SNRPN"
"ENSMUSG00000021906","OXNAD1"
"ENSMUSG00000014725","ADAM28"
"ENSMUSG00000094746","SYCP3"
"ENSMUSG00000039396","NEIL3"
"ENSMUSG00000028156","EIF4E"
"ENSMUSG00000119764","SNORD116-5"
"ENSMUSG00000119764","SNORD116-1"
"ENSMUSG00000119764","SNORD116-3"
"ENSMUSG00000057541","PUS7"
"ENSMUSG00000071669","SNX29"
"ENSMUSG00000095711","TRAV23DV6"
"ENSMUSG00000037171","NODAL"
"ENSMUSG00000065599","MIR23B"
"ENSMUSG00000064606","RNU4-58P"
"ENSMUSG00000033579","FA2H"
"ENSMUSG00000032281","ACSBG1"
"ENSMUSG00000020326","CCNG1"
"ENSMUSG00000043986","SPATA31D4"
"ENSMUSG00000043986","SPATA31D3"
"ENSMUSG00000003948","MMD"
"ENSMUSG00000005045","CHD5"
"ENSMUSG00000047648","FBXO30"
"ENSMUSG00000024955","ESRRA"
"ENSMUSG00000034673","PBX2"
"ENSMUSG00000118839","RNU2-1"
"ENSMUSG00000078570","C1orf122"
"ENSMUSG00000045538","DDX28"
"ENSMUSG00000039062","ANPEP"
"ENSMUSG00000028991","MTOR"
"ENSMUSG00000070699","SARS2"
"ENSMUSG00000029156","SGCB"
"ENSMUSG00000032519","SLC25A38"
"ENSMUSG00000032099","PATE4"
"ENSMUSG00000095700","IGHV3-72"
"ENSMUSG00000095700","IGHV3-73"
"ENSMUSG00000024922","OVOL1"
"ENSMUSG00000071452","SERPINB9"
"ENSMUSG00002075886","MIR1302-6"
"ENSMUSG00000118764","RNU6-1"
"ENSMUSG00000020017","HAL"
"ENSMUSG00000068037","MAS1"
"ENSMUSG00000039789","ZNF597"
"ENSMUSG00000014748","TEX261"
"ENSMUSG00000079539","OBP2A"
"ENSMUSG00000079539","OBP2B"
"ENSMUSG00000040380","CBLN3"
"ENSMUSG00000034532","FBXO16"
"ENSMUSG00000094584","MS4A18"
"ENSMUSG00000048582","GJA3"
"ENSMUSG00000004270","LPCAT3"
"ENSMUSG00000056999","IDE"
"ENSMUSG00000037296","LSM1"
"ENSMUSG00000015202","CNKSR3"
"ENSMUSG00000032344","CGAS"
"ENSMUSG00000065281","SNORD27"
"ENSMUSG00000025128","BHLHE22"
"ENSMUSG00000030714","SGF29"
"ENSMUSG00000037152","NDUFC1"
"ENSMUSG00000029359","TESC"
"ENSMUSG00000045038","PRKCE"
"ENSMUSG00000025812","PARD3"
"ENSMUSG00000038199","IQCA1L"
"ENSMUSG00000074569","GCNT7"
"ENSMUSG00000070619","PRAMEF18"
"ENSMUSG00000070619","PRAMEF2"
"ENSMUSG00000070619","PRAMEF4"
"ENSMUSG00000070619","PRAMEF13"
"ENSMUSG00000070619","PRAMEF10"
"ENSMUSG00000070619","PRAMEF11"
"ENSMUSG00000070619","PRAMEF1"
"ENSMUSG00000070619","PRAMEF6"
"ENSMUSG00000070619","PRAMEF5"
"ENSMUSG00000070619","PRAMEF33"
"ENSMUSG00000070619","PRAMEF7"
"ENSMUSG00000070619","PRAMEF8"
"ENSMUSG00002076470","SNORA17A"
"ENSMUSG00000061410","ZCCHC14"
"ENSMUSG00000029234","TMEM165"
"ENSMUSG00000020706","FTSJ3"
"ENSMUSG00002075730","RNU6-159P"
"ENSMUSG00000020273","PAPOLG"
"ENSMUSG00000014771","PDCD2"
"ENSMUSG00000031390","AVPR2"
"ENSMUSG00000084740","RNU6-553P"
"ENSMUSG00000059970","HSPA2"
"ENSMUSG00000020953","COCH"
"ENSMUSG00000004415","COL26A1"
"ENSMUSG00000089164","RNU6-293P"
"ENSMUSG00000094084","SPOP"
"ENSMUSG00000048834","VSTM2A"
"ENSMUSG00000015467","EGFL8"
"ENSMUSG00000024829","MRPL21"
"ENSMUSG00000050423","PPP1R3G"
"ENSMUSG00000025582","NPTX1"
"ENSMUSG00000064555","RNU1-14P"
"ENSMUSG00000057388","MRPL18"
"ENSMUSG00000050982","APOL3"
"ENSMUSG00000050982","APOL4"
"ENSMUSG00000050982","APOL2"
"ENSMUSG00000050982","APOL1"
"ENSMUSG00000058670","DMTF1"
"ENSMUSG00000029538","SRSF9"
"ENSMUSG00000028359","ORM2"
"ENSMUSG00000028359","ORM1"
"ENSMUSG00000066129","KNDC1"
"ENSMUSG00000119383","RNU6-16P"
"ENSMUSG00000031994","ADAMTS8"
"ENSMUSG00000049892","RASD1"
"ENSMUSG00000077387","RNU1-146P"
"ENSMUSG00000013465","NELFB"
"ENSMUSG00000020485","SUPT4H1"
"ENSMUSG00000010476","EBF3"
"ENSMUSG00000029911","SSBP1"
"ENSMUSG00000048040","SPCS3"
"ENSMUSG00000010025","ALDH3A2"
"ENSMUSG00000028600","PODN"
"ENSMUSG00000030846","TIAL1"
"ENSMUSG00000032640","CHSY1"
"ENSMUSG00000039628","HS3ST6"
"ENSMUSG00000055917","ZNF277"
"ENSMUSG00000044229","NXPE4"
"ENSMUSG00000039316","RFTN1"
"ENSMUSG00000042743","SGTB"
"ENSMUSG00000024401","TNF"
"ENSMUSG00000093044","SNORD8"
"ENSMUSG00000029761","CALD1"
"ENSMUSG00000036206","SH3BP4"
"ENSMUSG00000058250","TAS2R38"
"ENSMUSG00000021188","TRIP11"
"ENSMUSG00000065519","MIR10A"
"ENSMUSG00000027259","ADAL"
"ENSMUSG00000035505","COX18"
"ENSMUSG00000025145","LRRC45"
"ENSMUSG00000040287","STAC3"
"ENSMUSG00000002900","LAMB1"
"ENSMUSG00000071862","LRRTM2"
"ENSMUSG00000066031","PRAMEF18"
"ENSMUSG00000066031","PRAMEF2"
"ENSMUSG00000066031","PRAMEF4"
"ENSMUSG00000066031","PRAMEF13"
"ENSMUSG00000066031","PRAMEF10"
"ENSMUSG00000066031","PRAMEF11"
"ENSMUSG00000066031","PRAMEF1"
"ENSMUSG00000066031","PRAMEF6"
"ENSMUSG00000066031","PRAMEF5"
"ENSMUSG00000066031","PRAMEF33"
"ENSMUSG00000066031","PRAMEF7"
"ENSMUSG00000066031","PRAMEF8"
"ENSMUSG00000089393","RNU2-34P"
"ENSMUSG00000108596","ITGAM"
"ENSMUSG00000042734","TTC9"
"ENSMUSG00000109835","OR4K2"
"ENSMUSG00000028243","UBXN2B"
"ENSMUSG00000027508","PAG1"
"ENSMUSG00000006457","ACTN3"
"ENSMUSG00000062619","C6orf226"
"ENSMUSG00000063851","RNF183"
"ENSMUSG00000034401","SPATA6"
"ENSMUSG00000025433","CRISP3"
"ENSMUSG00000089929","BCL2A1"
"ENSMUSG00000047586","NCCRP1"
"ENSMUSG00000040118","CACNA2D1"
"ENSMUSG00000017868","SGK2"
"ENSMUSG00000021217","TSHZ3"
"ENSMUSG00000037334","HLA-E"
"ENSMUSG00000001173","OCRL"
"ENSMUSG00000053641","DENND4A"
"ENSMUSG00000062082","CD200R1"
"ENSMUSG00000039304","TNFSF10"
"ENSMUSG00000029199","LIAS"
"ENSMUSG00000060206","ZNF462"
"ENSMUSG00000038600","ATP6V0A4"
"ENSMUSG00000039911","SPSB1"
"ENSMUSG00000030031","KBTBD8"
"ENSMUSG00000056656","APOL3"
"ENSMUSG00000056656","APOL4"
"ENSMUSG00000056656","APOL2"
"ENSMUSG00000056656","APOL1"
"ENSMUSG00000046442","PPM1E"
"ENSMUSG00000055170","IFNG"
"ENSMUSG00000094413","TRDV1"
"ENSMUSG00000028945","RHEB"
"ENSMUSG00000118718","RNU2-1"
"ENSMUSG00000118668","RPS6KA4"
"ENSMUSG00000032905","ATG12"
"ENSMUSG00000036053","FMNL2"
"ENSMUSG00000023186","VWA5A"
"ENSMUSG00000095689","TRAV18"
"ENSMUSG00000064390","SNORD73B"
"ENSMUSG00000036098","MYRF"
"ENSMUSG00000096898","SPIN2A"
"ENSMUSG00000044155","LSM8"
"ENSMUSG00000037424","TAAR9"
"ENSMUSG00000038611","PHRF1"
"ENSMUSG00000088929","SNORD5"
"ENSMUSG00000026336","SLCO6A1"
"ENSMUSG00000064721","SNORD25"
"ENSMUSG00000022682","RRN3"
"ENSMUSG00000037851","IARS1"
"ENSMUSG00000046480","SCN4B"
"ENSMUSG00000094029","IGHV4-39"
"ENSMUSG00000094029","IGHV4-59"
"ENSMUSG00000094029","IGHV4-4"
"ENSMUSG00000094029","IGHV4-61"
"ENSMUSG00000076861","TRAV25"
"ENSMUSG00000076861","TRAV27"
"ENSMUSG00000033361","PRRG3"
"ENSMUSG00000009640","DMAP1"
"ENSMUSG00000044550","TCEAL6"
"ENSMUSG00000076472","TRBV12-3"
"ENSMUSG00000076472","TRBV12-4"
"ENSMUSG00000038538","UBN2"
"ENSMUSG00000073909","OR56B4"
"ENSMUSG00000005881","ERGIC3"
"ENSMUSG00000023966","RSPH9"
"ENSMUSG00000028876","EPHA10"
"ENSMUSG00000019487","TRIP10"
"ENSMUSG00000059493","NHS"
"ENSMUSG00000058806","COL13A1"
"ENSMUSG00000066964","TMEM211"
"ENSMUSG00000006313","UPK1A"
"ENSMUSG00000052485","TMEM171"
"ENSMUSG00000030706","MRPL48"
"ENSMUSG00000020255","NOPCHAP1"
"ENSMUSG00000119668","RNU2-1"
"ENSMUSG00000052031","TAGAP"
"ENSMUSG00000001864","AIF1L"
"ENSMUSG00000030017","REG1B"
"ENSMUSG00000014551","MRPS25"
"ENSMUSG00000072294","KLF12"
"ENSMUSG00000096122","SPIN2A"
"ENSMUSG00000009281","RARRES2"
"ENSMUSG00000105340","MAPKAPK5"
"ENSMUSG00000024973","PLAAT5"
"ENSMUSG00000021870","SLMAP"
"ENSMUSG00000020732","RAB37"
"ENSMUSG00000002396","OCEL1"
"ENSMUSG00000057110","CNTRL"
"ENSMUSG00000118906","RNU6-842P"
"ENSMUSG00000001739","CLDN15"
"ENSMUSG00000005803","SQOR"
"ENSMUSG00000096550","PRAMEF18"
"ENSMUSG00000096550","PRAMEF2"
"ENSMUSG00000096550","PRAMEF4"
"ENSMUSG00000096550","PRAMEF13"
"ENSMUSG00000096550","PRAMEF10"
"ENSMUSG00000096550","PRAMEF11"
"ENSMUSG00000096550","PRAMEF1"
"ENSMUSG00000096550","PRAMEF6"
"ENSMUSG00000096550","PRAMEF5"
"ENSMUSG00000096550","PRAMEF33"
"ENSMUSG00000096550","PRAMEF7"
"ENSMUSG00000096550","PRAMEF8"
"ENSMUSG00000034275","IGSF9B"
"ENSMUSG00000100902","SYCP3"
"ENSMUSG00000007476","LRRC8A"
"ENSMUSG00000094787","IGHV1-45"
"ENSMUSG00000094787","IGHV1-46"
"ENSMUSG00000094787","IGHV1-58"
"ENSMUSG00000094787","IGHV1-3"
"ENSMUSG00000094787","IGHV1-69"
"ENSMUSG00000094787","IGHV1-69-2"
"ENSMUSG00000094787","IGHV1-69D"
"ENSMUSG00000024349","STING1"
"ENSMUSG00000039637","CORO7-PAM16"
"ENSMUSG00000039637","CORO7"
"ENSMUSG00000039156","STIM2"
"ENSMUSG00000035769","XYLB"
"ENSMUSG00000022519","SRL"
"ENSMUSG00000040867","BEGAIN"
"ENSMUSG00000074811","HPS6"
"ENSMUSG00000038212","MFSD14B"
"ENSMUSG00000023908","PKMYT1"
"ENSMUSG00000051003","OR1F1"
"ENSMUSG00000093923","SYCP3"
"ENSMUSG00000073257","SYCP3"
"ENSMUSG00000041688","AMOT"
"ENSMUSG00000021614","VCAN"
"ENSMUSG00000035351","NUP37"
"ENSMUSG00000021764","NDUFS4"
"ENSMUSG00000027823","GMPS"
"ENSMUSG00000076824","TRAV23DV6"
"ENSMUSG00000040929","RFX3"
"ENSMUSG00000020621","RDH14"
"ENSMUSG00000042289","HSD3B7"
"ENSMUSG00000028527","AK4"
"ENSMUSG00000032556","BFSP2"
"ENSMUSG00000021775","NR1D2"
"ENSMUSG00000001946","ESAM"
"ENSMUSG00000119055","SNORD116-5"
"ENSMUSG00000119055","SNORD116-1"
"ENSMUSG00000119055","SNORD116-3"
"ENSMUSG00000095728","PRAMEF18"
"ENSMUSG00000095728","PRAMEF2"
"ENSMUSG00000095728","PRAMEF4"
"ENSMUSG00000095728","PRAMEF13"
"ENSMUSG00000095728","PRAMEF10"
"ENSMUSG00000095728","PRAMEF11"
"ENSMUSG00000095728","PRAMEF1"
"ENSMUSG00000095728","PRAMEF6"
"ENSMUSG00000095728","PRAMEF5"
"ENSMUSG00000095728","PRAMEF33"
"ENSMUSG00000095728","PRAMEF7"
"ENSMUSG00000095728","PRAMEF8"
"ENSMUSG00000077563","SNORA68"
"ENSMUSG00000042500","AGO4"
"ENSMUSG00000031906","SMPD3"
"ENSMUSG00000021816","PPP3CB"
"ENSMUSG00000066456","HMGN3"
"ENSMUSG00000001844","ZDHHC4"
"ENSMUSG00000118859","RNU2-1"
"ENSMUSG00000018634","LINC02210-CRHR1"
"ENSMUSG00000108929","CC2D2B"
"ENSMUSG00000096620","SYCP3"
"ENSMUSG00000075382","OR1N1"
"ENSMUSG00000026807","AK8"
"ENSMUSG00000070877","LDLRAD1"
"ENSMUSG00000066072","CYP4F12"
"ENSMUSG00000006362","CBFA2T3"
"ENSMUSG00000018819","LSP1"
"ENSMUSG00000026248","MRPL44"
"ENSMUSG00000030725","LIPT2"
"ENSMUSG00000030752","KDM8"
"ENSMUSG00000052419","SMIM30"
"ENSMUSG00000106824","POTEA"
"ENSMUSG00000028890","MTF1"
"ENSMUSG00000075572","DEFB131B"
"ENSMUSG00000012076","BRMS1L"
"ENSMUSG00000095063","SYCP3"
"ENSMUSG00000029093","SORCS2"
"ENSMUSG00000060807","SERPINA6"
"ENSMUSG00000057176","CCDC189"
"ENSMUSG00000024369","NELFE"
"ENSMUSG00000034552","ZSWIM2"
"ENSMUSG00000056290","MS4A4A"
"ENSMUSG00000021481","ZNF346"
"ENSMUSG00000032878","CCDC85A"
"ENSMUSG00000000708","KAT2B"
"ENSMUSG00000037784","DZIP1L"
"ENSMUSG00000070902","KLF18"
"ENSMUSG00000001666","DDT"
"ENSMUSG00000065353","RNU105C"
"ENSMUSG00000051236","MSRB3"
"ENSMUSG00000030748","IL4R"
"ENSMUSG00000071178","SERPINA1"
"ENSMUSG00000047721","BOLA2B"
"ENSMUSG00000041216","CLVS1"
"ENSMUSG00000022321","CDH10"
"ENSMUSG00000001507","ITGA3"
"ENSMUSG00000015837","SQSTM1"
"ENSMUSG00000025809","ITGB1"
"ENSMUSG00000040428","PLEKHA4"
"ENSMUSG00000035936","ALDH5A1"
"ENSMUSG00000034303","CCDC15"
"ENSMUSG00000022790","IGSF11"
"ENSMUSG00000071322","TCP10L2"
"ENSMUSG00000036923","STOX1"
"ENSMUSG00000026116","TMEM131"
"ENSMUSG00000056602","FRY"
"ENSMUSG00000118671","EPPK1"
"ENSMUSG00000055319","SEC23IP"
"ENSMUSG00000029580","ACTB"
"ENSMUSG00000021403","SERPINB9"
"ENSMUSG00000031652","N4BP1"
"ENSMUSG00000069763","TMEM100"
"ENSMUSG00000073245","SYCP3"
"ENSMUSG00000045136","TUBB2B"
"ENSMUSG00000085933","TMEM61"
"ENSMUSG00000029209","GNPDA2"
"ENSMUSG00000025902","SOX17"
"ENSMUSG00000035165","KCNE3"
"ENSMUSG00000025475","ADGRA1"
"ENSMUSG00000008036","AP2S1"
"ENSMUSG00000020051","PAH"
"ENSMUSG00000042215","BAG2"
"ENSMUSG00000103350","SPOP"
"ENSMUSG00000055116","ARNTL"
"ENSMUSG00000049421","ZNF260"
"ENSMUSG00000119047","SNORD116-5"
"ENSMUSG00000119047","SNORD116-1"
"ENSMUSG00000119047","SNORD116-3"
"ENSMUSG00000041020","MAP7D2"
"ENSMUSG00000033987","DNAH17"
"ENSMUSG00000025464","PAOX"
"ENSMUSG00000028965","TNFRSF9"
"ENSMUSG00000038102","TRAPPC11"
"ENSMUSG00000019762","IYD"
"ENSMUSG00000020866","CACNA1G"
"ENSMUSG00000029810","TMEM176B"
"ENSMUSG00000035560","WDR20"
"ENSMUSG00000026196","BARD1"
"ENSMUSG00000037363","LETM2"
"ENSMUSG00000020340","CYFIP2"
"ENSMUSG00000026879","GSN"
"ENSMUSG00000027087","ITGAV"
"ENSMUSG00000102888","IGHV1-45"
"ENSMUSG00000102888","IGHV1-46"
"ENSMUSG00000102888","IGHV1-58"
"ENSMUSG00000102888","IGHV1-3"
"ENSMUSG00000102888","IGHV1-69"
"ENSMUSG00000102888","IGHV1-69-2"
"ENSMUSG00000102888","IGHV1-69D"
"ENSMUSG00000020633","DCDC2C"
"ENSMUSG00000007655","CAV1"
"ENSMUSG00000073856","IQCK"
"ENSMUSG00000029715","POP7"
"ENSMUSG00000025317","CA5A"
"ENSMUSG00000022701","CCDC191"
"ENSMUSG00000031948","KARS1"
"ENSMUSG00000025877","HK3"
"ENSMUSG00000035498","CDCP1"
"ENSMUSG00000054702","AP1S3"
"ENSMUSG00000022364","TBC1D31"
"ENSMUSG00000032353","TMED3"
"ENSMUSG00000074109","MRGPRX4"
"ENSMUSG00000025283","SAT1"
"ENSMUSG00000000766","OPRM1"
"ENSMUSG00000020572","NAMPT"
"ENSMUSG00000082482","H2AB1"
"ENSMUSG00000082482","H2AB2"
"ENSMUSG00000094337","PRAMEF18"
"ENSMUSG00000094337","PRAMEF2"
"ENSMUSG00000094337","PRAMEF4"
"ENSMUSG00000094337","PRAMEF13"
"ENSMUSG00000094337","PRAMEF10"
"ENSMUSG00000094337","PRAMEF11"
"ENSMUSG00000094337","PRAMEF1"
"ENSMUSG00000094337","PRAMEF6"
"ENSMUSG00000094337","PRAMEF5"
"ENSMUSG00000094337","PRAMEF33"
"ENSMUSG00000094337","PRAMEF7"
"ENSMUSG00000094337","PRAMEF8"
"ENSMUSG00000056201","CFL1"
"ENSMUSG00000034947","TMEM106A"
"ENSMUSG00000029674","LIMK1"
"ENSMUSG00000073408","MUCL3"
"ENSMUSG00000024772","EHD1"
"ENSMUSG00000096666","SPIN2A"
"ENSMUSG00000062210","TNFAIP8"
"ENSMUSG00000015112","SLC25A13"
"ENSMUSG00000063354","SLC39A4"
"ENSMUSG00000039542","NCAM1"
"ENSMUSG00000076710","IGHV1-45"
"ENSMUSG00000076710","IGHV1-46"
"ENSMUSG00000076710","IGHV1-58"
"ENSMUSG00000076710","IGHV1-3"
"ENSMUSG00000076710","IGHV1-69"
"ENSMUSG00000076710","IGHV1-69-2"
"ENSMUSG00000076710","IGHV1-69D"
"ENSMUSG00000095554","IGHV1-45"
"ENSMUSG00000095554","IGHV1-46"
"ENSMUSG00000095554","IGHV1-58"
"ENSMUSG00000095554","IGHV1-3"
"ENSMUSG00000095554","IGHV1-69"
"ENSMUSG00000095554","IGHV1-69-2"
"ENSMUSG00000095554","IGHV1-69D"
"ENSMUSG00000071858","C5orf46"
"ENSMUSG00000061947","SERPINA10"
"ENSMUSG00000026356","DARS1"
"ENSMUSG00000007594","HAPLN4"
"ENSMUSG00000039715","DYNC2I2"
"ENSMUSG00000031179","MAGEA10"
"ENSMUSG00000032815","FANCA"
"ENSMUSG00000031896","CTRL"
"ENSMUSG00000079491","HLA-E"
"ENSMUSG00000038580","SCT"
"ENSMUSG00000101471","SYCP3"
"ENSMUSG00000004296","IL12B"
"ENSMUSG00000027132","KATNBL1"
"ENSMUSG00000091144","PHF11"
"ENSMUSG00000071226","CECR2"
"ENSMUSG00000095242","SPIN2A"
"ENSMUSG00000021469","MSX2"
"ENSMUSG00000047022","MIPOL1"
"ENSMUSG00000030382","SLC27A5"
"ENSMUSG00000039254","POMT1"
"ENSMUSG00000061723","TNNT3"
"ENSMUSG00000022249","TTC23L"
"ENSMUSG00000002741","YKT6"
"ENSMUSG00000025498","IRF7"
"ENSMUSG00000095293","SYCP3"
"ENSMUSG00000025453","NNT"
"ENSMUSG00000040327","CUL9"
"ENSMUSG00000033739","FKBPL"
"ENSMUSG00000023987","PGC"
"ENSMUSG00000032193","LDLR"
"ENSMUSG00000055923","AASDH"
"ENSMUSG00000021952","XPO4"
"ENSMUSG00000116780","DYNLT2"
"ENSMUSG00002075121","RNA5SP527"
"ENSMUSG00000027363","USP8"
"ENSMUSG00000075419","DOLK"
"ENSMUSG00000036879","PHKB"
"ENSMUSG00000062397","ZNF706"
"ENSMUSG00000119130","SNORD116-5"
"ENSMUSG00000119130","SNORD116-1"
"ENSMUSG00000119130","SNORD116-3"
"ENSMUSG00000032036","KIRREL3"
"ENSMUSG00000031403","DKC1"
"ENSMUSG00000020305","ASB3"
"ENSMUSG00000100892","SYCP3"
"ENSMUSG00000041566","TSSK1B"
"ENSMUSG00000093064","RN7SL454P"
"ENSMUSG00000093064","RN7SL838P"
"ENSMUSG00000041907","GPR45"
